ANIO;MINICIO;MES;CODSEXO;CODMUN;MUN112;PROV;ISLA;RECURSO;FRECURSO
2007;06;Junio;Ho;38019;Guia de Isora;Tenerife;Tenerife;NA;NA
2013;03;Marzo;;38015;Garachico;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2007;03;Marzo;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;09;Septiembre;Ho;35026;Telde;Las Palmas;Gran Canaria;Cruz Roja;Alta Voluntaria
2005;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2012;01;Enero;;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2009;03;Marzo;Ho;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2012;05;Mayo;;38028;Puerto de la Cruz;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2014;01;Enero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;03;Marzo;;35011;Ingenio;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2008;04;Abril;Ho;35025;Tejeda;Las Palmas;Gran Canaria;Ambulancia SVB;Varios
2013;11;Noviembre;Mu;38006;Arona;Tenerife;Tenerife;NA;NA
2007;05;Mayo;Ho;38023;Laguna La;Tenerife;Tenerife;NA;NA
2012;05;Mayo;Mu;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;04;Abril;;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2011;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Asistencia in situ
2007;08;Agosto;;38011;Candelaria;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2005;09;Septiembre;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2011;01;Enero;;38028;Puerto de la Cruz;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2013;02;Febrero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2006;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;09;Septiembre;Mu;38024;Llanos de Aridane Los;Tenerife;La Palma;Guardia Civil;Actuación in situ
2007;01;Enero;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2005;10;Octubre;;35009;Gáldar;Las Palmas;Gran Canaria;Guardia Civil;Rechazo Posterior Protocolo
2007;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2010;09;Septiembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;11;Noviembre;Ho;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Anulado Indicación Alertante
2006;07;Julio;Mu;35002;Agüimes;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2012;08;Agosto;;35012;Mogán;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2010;01;Enero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2009;10;Octubre;;35023;Santa María Guía;Las Palmas;Gran Canaria;Otros;Anulado por Informe Otro Recu
2005;12;Diciembre;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;10;Octubre;Ho;35015;Pájara;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;04;Abril;;35008;Firgas;Las Palmas;Gran Canaria;NA;NA
2007;03;Marzo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2012;01;Enero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2014;08;Agosto;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2011;03;Marzo;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;NA;NA
2007;01;Enero;;38006;Arona;Tenerife;Tenerife;Bomberos;Actuación in situ
2007;08;Agosto;;35012;Mogán;Las Palmas;Gran Canaria;Guardia Civil;Rechazo Inicial Protocolo
2014;11;Noviembre;Ho;35034;Yaiza;Las Palmas;Lanzarote;Ambulancia SVB;Anulado por Informe Otro Recu
2013;05;Mayo;Ho;35015;Pájara;Las Palmas;Fuerteventura;Policia Local;Actuación in situ
2005;04;Abril;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Asistencia in situ
2005;02;Febrero;;38025;Matanza de Acentejo La;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2011;05;Mayo;Mu;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia Transporte;Derivado a MTSNU
2013;10;Octubre;;35016;Las Palmas;Las Palmas;Gran Canaria;Bomberos;Extincion de Incendios
2006;04;Abril;Mu;35005;Artenara;Las Palmas;Gran Canaria;NA;NA
2006;01;Enero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;12;Diciembre;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;NA
2012;07;Julio;;38039;Santa Ursula;Tenerife;Tenerife;Medio Ambiente;Falsa Alarma
2005;12;Diciembre;Mu;38017;Granadilla de Abona;Tenerife;Tenerife;NA;NA
2009;05;Mayo;Mu;35015;Pájara;Las Palmas;Fuerteventura;NA;NA
2014;03;Marzo;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2007;02;Febrero;Ho;35003;Antigua;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;03;Marzo;;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;05;Mayo;;38001;Adeje;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;09;Septiembre;Mu;38045;Tazacorte;Tenerife;La Palma;Policia Local;Actuación in situ
2012;06;Junio;Ho;35033;Vega San Mateo;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;11;Noviembre;;35017;Puerto Rosario;Las Palmas;Fuerteventura;Policia Local;Anulado Indicación Alertante
2006;08;Agosto;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Anulado Indicación Alertante
2009;05;Mayo;Mu;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;01;Enero;;38011;Candelaria;Tenerife;Tenerife;NA;NA
2008;03;Marzo;Mu;38046;Tegueste;Tenerife;Tenerife;NA;NA
2007;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2012;03;Marzo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Anulado Indicación Alertante
2013;06;Junio;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;06;Junio;Ho;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2013;08;Agosto;;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2014;07;Julio;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;03;Marzo;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2010;12;Diciembre;;35003;Antigua;Las Palmas;Fuerteventura;Guardia Civil;Informacion sin Seguimiento
2009;10;Octubre;Mu;38006;Arona;Tenerife;Tenerife;NA;Anulado Indicación Alertante
2008;08;Agosto;;38017;Granadilla de Abona;Tenerife;Tenerife;Otros;Sin Recurso Disponible
2012;05;Mayo;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;06;Junio;Mu;38023;Laguna La;Tenerife;Tenerife;Ambulancia Transporte;Derivado a MTSNU
2010;07;Julio;Ho;38041;Sauzal;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;05;Mayo;;38001;Adeje;Tenerife;Tenerife;GES Terrestre;Anulado Indicación Alertante
2010;03;Marzo;;35017;Puerto Rosario;Las Palmas;Fuerteventura;NA;NA
2010;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2013;10;Octubre;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;07;Julio;Mu;35024;Teguise;Las Palmas;Lanzarote;Ambulancia SVB;Colaboración con Otro Recurso
2009;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;12;Diciembre;;38023;Laguna La;Tenerife;Tenerife;NA;NA
2011;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2012;12;Diciembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;04;Abril;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;07;Julio;Mu;38032;Rosario El;Tenerife;Tenerife;Otros;Actuación in situ
2010;05;Mayo;Ho;35009;Gáldar;Las Palmas;Gran Canaria;Vehículo Interv. Rapida;No Valorable / Error
2006;10;Octubre;Ho;35026;Telde;Las Palmas;Gran Canaria;Bomberos;No Valorable / Error
2009;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2013;09;Septiembre;Ho;35023;Santa María Guía;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Urg. Medicalizado
2011;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;Guardia Civil;Actuación in situ
2014;03;Marzo;Mu;38019;Guia de Isora;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;07;Julio;Ho;35014;La Oliva;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2006;02;Febrero;;38011;Candelaria;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;09;Septiembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;CECOP Proteccion Civil;Informacion sin Seguimiento
2009;10;Octubre;;38049;Valle Gran Rey;Tenerife;La Gomera;NA;NA
2007;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;06;Junio;Ho;35024;Teguise;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;12;Diciembre;Mu;35006;Arucas;Las Palmas;Gran Canaria;Cruz Roja;Transp. Urg. NO Medicalizado
2005;03;Marzo;Mu;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;06;Junio;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2012;07;Julio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;01;Enero;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Asistencia in situ
2012;10;Octubre;;38031;Realejos Los;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2013;01;Enero;Mu;38043;Tacoronte;Tenerife;Tenerife;Guardia Civil;NA
2006;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;06;Junio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Sin Recurso Disponible
2010;01;Enero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;05;Mayo;Ho;35001;Agaete;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2013;11;Noviembre;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Rechaza Traslado
2012;04;Abril;Mu;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2005;05;Mayo;;35017;Puerto Rosario;Las Palmas;Fuerteventura;Policia Local;Informacion sin Seguimiento
2006;01;Enero;Ho;35029;Tinajo;Las Palmas;Lanzarote;Guardia Civil;Informacion sin Seguimiento
2014;03;Marzo;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2013;02;Febrero;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2012;12;Diciembre;;38036;San Sebastian de La Gomera;Tenerife;La Gomera;NA;NA
2012;07;Julio;Ho;38023;Laguna La;Tenerife;Tenerife;NA;NA
2009;05;Mayo;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;07;Julio;;38009;Breña Baja;Tenerife;La Palma;Guardia Civil;Informacion sin Seguimiento
2006;03;Marzo;Ho;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;04;Abril;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;05;Mayo;;38044;Tanque El;Tenerife;Tenerife;Bomberos;Informacion sin Seguimiento
2010;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;05;Mayo;;38006;Arona;Tenerife;Tenerife;Guardia Civil;Rechazo Inicial Protocolo
2010;07;Julio;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;05;Mayo;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;04;Abril;Mu;38023;Laguna La;Tenerife;Tenerife;NA;NA
2010;08;Agosto;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;03;Marzo;Ho;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;08;Agosto;Ho;38020;Güimar;Tenerife;Tenerife;Ambulancia SVB;Anulado Indicación Alertante
2005;07;Julio;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Otros;Informacion sin Seguimiento
2011;09;Septiembre;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2005;12;Diciembre;;38017;Granadilla de Abona;Tenerife;Tenerife;Ambulancia SVB;Servicio Preventivo
2005;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2009;03;Marzo;;38017;Granadilla de Abona;Tenerife;Tenerife;NA;NA
2014;02;Febrero;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2011;07;Julio;;35024;Teguise;Las Palmas;Lanzarote;Guardia Civil;Informacion sin Seguimiento
2012;03;Marzo;;35002;Agüimes;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;11;Noviembre;Mu;38046;Tegueste;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;08;Agosto;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;NA
2011;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;08;Agosto;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2009;01;Enero;Mu;38037;Santa Cruz de La Palma;Tenerife;La Palma;Policia Local;Actuación in situ
2012;10;Octubre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2012;02;Febrero;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Posterior Protocolo
2007;09;Septiembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2009;10;Octubre;Mu;38024;Llanos de Aridane Los;Tenerife;La Palma;NA;NA
2011;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;04;Abril;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2009;01;Enero;Ho;35024;Teguise;Las Palmas;Lanzarote;Ambulancia SVA;Rechazo Posterior Protocolo
2008;04;Abril;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2009;01;Enero;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2010;07;Julio;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;NA
2014;08;Agosto;;38032;Rosario El;Tenerife;Tenerife;NA;NA
2014;01;Enero;Mu;35014;La Oliva;Las Palmas;Fuerteventura;Bomberos;Actuación in situ
2008;10;Octubre;Ho;38050;Vallehermoso;Tenerife;La Gomera;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;08;Agosto;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2007;04;Abril;Ho;35014;La Oliva;Las Palmas;Fuerteventura;Ambulancia SVB;Sin Recurso Disponible
2014;12;Diciembre;Ho;35002;Agüimes;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Alta Voluntaria
2005;11;Noviembre;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;02;Febrero;Mu;35023;Santa María Guía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;09;Septiembre;Mu;38037;Santa Cruz de La Palma;Tenerife;La Palma;Ambulancia Sanitarizada;No Valorable / Error
2011;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;03;Marzo;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;08;Agosto;Ho;38006;Arona;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2013;11;Noviembre;Ho;38023;Laguna La;Tenerife;Tenerife;NA;NA
2010;08;Agosto;;38024;Llanos de Aridane Los;Tenerife;La Palma;Bomberos;Actuación in situ
2010;06;Junio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;No Valorable / Error
2013;04;Abril;Ho;38035;San Miguel;Tenerife;Tenerife;Ambulancia SVA;Asistencia in situ
2009;12;Diciembre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;06;Junio;Mu;38023;Laguna La;Tenerife;Tenerife;NA;NA
2007;11;Noviembre;;38048;Valverde;Tenerife;El Hierro;Policia Local;Anulado por Informe Otro Recu
2014;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;02;Febrero;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;04;Abril;Mu;38047;Tijarafe;Tenerife;La Palma;Guardia Civil;Anulado Indicación Alertante
2011;12;Diciembre;;38006;Arona;Tenerife;Tenerife;NA;NA
2013;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;12;Diciembre;;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2011;09;Septiembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2010;11;Noviembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2005;06;Junio;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Alta Voluntaria
2007;08;Agosto;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;12;Diciembre;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;02;Febrero;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;09;Septiembre;Mu;38006;Arona;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2012;05;Mayo;Ho;38010;Buenavista del Norte;Tenerife;Tenerife;Médico A. Primaria;Colaboración con Otro Recurso
2006;10;Octubre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;06;Junio;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2005;06;Junio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;01;Enero;;38031;Realejos Los;Tenerife;Tenerife;Policia Local;Actuación in situ
2012;11;Noviembre;Ho;35015;Pájara;Las Palmas;Fuerteventura;NA;NA
2010;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Derivado a MTSNU
2008;12;Diciembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2014;10;Octubre;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;09;Septiembre;;38024;Llanos de Aridane Los;Tenerife;La Palma;Guardia Civil;Rechazo Inicial Protocolo
2010;04;Abril;;38017;Granadilla de Abona;Tenerife;Tenerife;NA;NA
2007;12;Diciembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Intervención Pospuesta
2008;01;Enero;;38023;Laguna La;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2007;12;Diciembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;06;Junio;;38032;Rosario El;Tenerife;Tenerife;Ambulancia SVB;Sin Lesiones
2011;09;Septiembre;Ho;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;09;Septiembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;02;Febrero;;35004;Arrecife;Las Palmas;Lanzarote;NA;NA
2011;07;Julio;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2009;11;Noviembre;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;NA;NA
2012;03;Marzo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;07;Julio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;05;Mayo;Mu;38023;Laguna La;Tenerife;Tenerife;NA;NA
2007;11;Noviembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2009;05;Mayo;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2010;09;Septiembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia Sanitarizada;Ya Evacuado
2012;01;Enero;Ho;38005;Arico;Tenerife;Tenerife;NA;NA
2005;01;Enero;Ho;35009;Gáldar;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2013;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2009;09;Septiembre;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Varios
2013;11;Noviembre;;38006;Arona;Tenerife;Tenerife;AAVV Proteccion Civil;Informacion sin Seguimiento
2010;06;Junio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Otros;Informacion sin Seguimiento
2006;08;Agosto;Ho;38011;Candelaria;Tenerife;Tenerife;NA;NA
2008;01;Enero;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Bomberos;Incidente Resuelto
2007;02;Febrero;Ho;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2012;12;Diciembre;Mu;38020;Güimar;Tenerife;Tenerife;Ambulancia SVB;Transporte Urg. Medicalizado
2012;02;Febrero;;38023;Laguna La;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2006;12;Diciembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2010;12;Diciembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;11;Noviembre;;38028;Puerto de la Cruz;Tenerife;Tenerife;NA;NA
2014;06;Junio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2013;01;Enero;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2009;06;Junio;;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Secundario
2005;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;11;Noviembre;;35012;Mogán;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2007;05;Mayo;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2007;08;Agosto;;35004;Arrecife;Las Palmas;Lanzarote;AAVV Proteccion Civil;Varios
